7月
_time,_value
2025-07-22T01:19:00Z,40430.8711
2025-07-22T01:20:00Z,40431.1211
2025-07-22T01:21:00Z,40431.4023
2025-07-22T01:22:00Z,40431.6836
2025-07-22T01:23:00Z,40431.9727
2025-07-22T01:24:00Z,40432.2227
2025-07-22T01:25:00Z,40432.457
2025-07-22T01:26:00Z,40432.6992
2025-07-22T01:27:00Z,40432.9414
2025-07-22T01:28:00Z,40433.1992
2025-07-22T01:29:00Z,40433.4336
2025-07-22T01:30:00Z,40433.6484
2025-07-22T01:31:00Z,40433.8984
2025-07-22T01:32:00Z,40434.1133
2025-07-22T01:33:00Z,40434.2969
2025-07-22T01:34:00Z,40434.5977
2025-07-22T01:35:00Z,40434.8164
2025-07-22T01:36:00Z,40435.0547
2025-07-22T01:37:00Z,40435.2969
2025-07-22T01:38:00Z,40435.5156
2025-07-22T01:39:00Z,40435.7109
2025-07-22T01:40:00Z,40435.9727
2025-07-22T01:41:00Z,40436.2227
2025-07-22T01:42:00Z,40436.4375
2025-07-22T01:43:00Z,40436.668
2025-07-22T01:44:00Z,40436.8984
2025-07-22T01:45:00Z,40437.0898
2025-07-22T01:46:00Z,40437.3516
2025-07-22T01:47:00Z,40437.6094
2025-07-22T01:48:00Z,40437.832
2025-07-22T01:49:00Z,40438.082
2025-07-22T01:50:00Z,40438.3477
2025-07-22T01:51:00Z,40438.5547
2025-07-22T01:52:00Z,40438.8203
2025-07-22T01:53:00Z,40439.0312
2025-07-22T01:54:00Z,40439.2891
2025-07-22T01:55:00Z,40439.5156
2025-07-22T01:56:00Z,40439.7461
2025-07-22T01:57:00Z,40439.9492
2025-07-22T01:58:00Z,40440.1562
2025-07-22T01:59:00Z,40440.3789
2025-07-22T02:00:00Z,40440.6094
2025-07-22T02:01:00Z,40440.8125
2025-07-22T02:02:00Z,40440.9062
2025-07-22T02:03:00Z,40441.2734
2025-07-22T02:04:00Z,40441.5273
2025-07-22T02:05:00Z,40441.7969
2025-07-22T02:06:00Z,40442.0859
2025-07-22T02:07:00Z,40442.3008
2025-07-22T02:08:00Z,40442.5352
2025-07-22T02:09:00Z,40442.7695
2025-07-22T02:10:00Z,40442.9844
2025-07-22T02:11:00Z,40443.2109
2025-07-22T02:12:00Z,40443.4414
2025-07-22T02:13:00Z,40443.6406
2025-07-22T02:14:00Z,40443.8555
2025-07-22T02:15:00Z,40444.0938
2025-07-22T02:16:00Z,40444.3125
2025-07-22T02:17:00Z,40444.5742
2025-07-22T02:18:00Z,40444.8555
2025-07-22T02:19:00Z,40445.082
2025-07-22T02:20:00Z,40445.3125
2025-07-22T02:21:00Z,40445.5391
2025-07-22T02:22:00Z,40445.7695
2025-07-22T02:23:00Z,40445.9688
2025-07-22T02:24:00Z,40446.1836
2025-07-22T02:25:00Z,40446.4258
2025-07-22T02:26:00Z,40446.6367
2025-07-22T02:27:00Z,40446.8594
2025-07-22T02:28:00Z,40447.0898
2025-07-22T02:29:00Z,40447.2539
2025-07-22T02:30:00Z,40447.5
2025-07-22T02:31:00Z,40447.7305
2025-07-22T02:32:00Z,40447.9375
2025-07-22T02:33:00Z,40448.1484
2025-07-22T02:34:00Z,40448.375
2025-07-22T02:35:00Z,40448.5625
2025-07-22T02:36:00Z,40448.7305
2025-07-22T02:37:00Z,40449
2025-07-22T02:38:00Z,40449.2305
2025-07-22T02:39:00Z,40449.4375
2025-07-22T02:40:00Z,40449.5977
2025-07-22T02:41:00Z,40449.8672
2025-07-22T02:42:00Z,40450.0312
2025-07-22T02:43:00Z,40450.2852
2025-07-22T02:44:00Z,40450.5352
2025-07-22T02:45:00Z,40450.7461
2025-07-22T02:46:00Z,40450.9492
2025-07-22T02:47:00Z,40451.1953
2025-07-22T02:48:00Z,40451.3906
2025-07-22T02:49:00Z,40451.6133
2025-07-22T02:50:00Z,40451.8438
2025-07-22T02:51:00Z,40452.0391
2025-07-22T02:52:00Z,40452.2656
2025-07-22T02:53:00Z,40452.4922
2025-07-22T02:54:00Z,40452.6992
2025-07-22T02:55:00Z,40452.918
2025-07-22T02:56:00Z,40453.0859
2025-07-22T02:57:00Z,40453.3594
2025-07-22T02:58:00Z,40453.5703
2025-07-22T02:59:00Z,40453.7305
2025-07-22T03:00:00Z,40454.0156
2025-07-22T03:01:00Z,40454.2227
2025-07-22T03:02:00Z,40454.3945
2025-07-22T03:03:00Z,40454.668
2025-07-22T03:04:00Z,40454.8828
2025-07-22T03:05:00Z,40455.0547
2025-07-22T03:06:00Z,40455.332
2025-07-22T03:07:00Z,40455.5117
2025-07-22T03:08:00Z,40455.7461
2025-07-22T03:09:00Z,40455.9805
2025-07-22T03:10:00Z,40456.1953
2025-07-22T03:11:00Z,40456.4102
2025-07-22T03:12:00Z,40456.6445
2025-07-22T03:13:00Z,40456.8555
2025-07-22T03:14:00Z,40457.0742
2025-07-22T03:15:00Z,40457.2734
2025-07-22T03:16:00Z,40457.5078
2025-07-22T03:17:00Z,40457.7266
2025-07-22T03:18:00Z,40457.9414
2025-07-22T03:19:00Z,40458.1797
2025-07-22T03:20:00Z,40458.3789
2025-07-22T03:21:00Z,40458.5938
2025-07-22T03:22:00Z,40458.8242
2025-07-22T03:23:00Z,40458.9727
2025-07-22T03:24:00Z,40458.9727
2025-07-22T03:25:00Z,40459.4922
2025-07-22T03:26:00Z,40459.6914
2025-07-22T03:27:00Z,40459.918
2025-07-22T03:28:00Z,40460.1484
2025-07-22T03:29:00Z,40460.3633
2025-07-22T03:30:00Z,40460.5391
2025-07-22T03:31:00Z,40460.8164
2025-07-22T03:32:00Z,40460.9883
2025-07-22T03:33:00Z,40461.2422
2025-07-22T03:34:00Z,40461.4805
2025-07-22T03:35:00Z,40461.6797
2025-07-22T03:36:00Z,40461.9062
2025-07-22T03:37:00Z,40462.1367
2025-07-22T03:38:00Z,40462.3438
2025-07-22T03:39:00Z,40462.5547
2025-07-22T03:40:00Z,40462.7891
2025-07-22T03:41:00Z,40463.0156
2025-07-22T03:42:00Z,40463.2109
2025-07-22T03:43:00Z,40463.4375
2025-07-22T03:44:00Z,40463.6797
2025-07-22T03:45:00Z,40463.8906
2025-07-22T03:46:00Z,40464.0898
2025-07-22T03:47:00Z,40464.3555
2025-07-22T03:48:00Z,40464.6016
2025-07-22T03:49:00Z,40464.875
2025-07-22T03:50:00Z,40465.0859
2025-07-22T03:51:00Z,40465.3516
2025-07-22T03:52:00Z,40465.5781
2025-07-22T03:53:00Z,40465.75
2025-07-22T03:54:00Z,40466.0312
2025-07-22T03:55:00Z,40466.25
2025-07-22T03:56:00Z,40466.4648
2025-07-22T03:57:00Z,40466.6992
2025-07-22T03:58:00Z,40466.9062
2025-07-22T03:59:00Z,40467.1211
2025-07-22T04:00:00Z,40467.3438
2025-07-22T04:01:00Z,40467.582
2025-07-22T04:02:00Z,40467.7891
2025-07-22T04:03:00Z,40468.0117
2025-07-22T04:04:00Z,40468.2266
2025-07-22T04:05:00Z,40468.4492
2025-07-22T04:06:00Z,40468.6484
2025-07-22T04:07:00Z,40468.7539
2025-07-22T04:08:00Z,40469.1406
2025-07-22T04:09:00Z,40469.3398
2025-07-22T04:10:00Z,40469.5742
2025-07-22T04:11:00Z,40469.8047
2025-07-22T04:12:00Z,40470.0195
2025-07-22T04:13:00Z,40470.2422
2025-07-22T04:14:00Z,40470.4805
2025-07-22T04:15:00Z,40470.6875
2025-07-22T04:16:00Z,40470.8945
2025-07-22T04:17:00Z,40471.1367
2025-07-22T04:18:00Z,40471.3672
2025-07-22T04:19:00Z,40471.5664
2025-07-22T04:20:00Z,40471.8008
2025-07-22T04:21:00Z,40471.9648
2025-07-22T04:22:00Z,40472.2344
2025-07-22T04:23:00Z,40472.4609
2025-07-22T04:24:00Z,40472.6875
2025-07-22T04:25:00Z,40472.8711
2025-07-22T04:26:00Z,40473.125
2025-07-22T04:27:00Z,40473.3555
2025-07-22T04:28:00Z,40473.5469
2025-07-22T04:29:00Z,40473.7773
2025-07-22T04:30:00Z,40474.043
2025-07-22T04:31:00Z,40474.2656
2025-07-22T04:32:00Z,40474.4805
2025-07-22T04:33:00Z,40474.7109
2025-07-22T04:34:00Z,40474.9453
2025-07-22T04:35:00Z,40475.1445
2025-07-22T04:36:00Z,40475.3789
2025-07-22T04:37:00Z,40475.6133
2025-07-22T04:38:00Z,40475.8086
2025-07-22T04:39:00Z,40476.0391
2025-07-22T04:40:00Z,40476.2773
2025-07-22T04:41:00Z,40476.4805
2025-07-22T04:42:00Z,40476.7109
2025-07-22T04:43:00Z,40476.9414
2025-07-22T04:44:00Z,40477.1484
2025-07-22T04:45:00Z,40477.3594
2025-07-22T04:46:00Z,40477.5195
2025-07-22T04:47:00Z,40477.8125
2025-07-22T04:48:00Z,40478.0312
2025-07-22T04:49:00Z,40478.2539
2025-07-22T04:50:00Z,40478.5
2025-07-22T04:51:00Z,40478.707
2025-07-22T04:52:00Z,40478.9336
2025-07-22T04:53:00Z,40479.1523
2025-07-22T04:54:00Z,40479.3555
2025-07-22T04:55:00Z,40479.6094
2025-07-22T04:56:00Z,40479.8555
2025-07-22T04:57:00Z,40480.0742
2025-07-22T04:58:00Z,40480.2852
2025-07-22T04:59:00Z,40480.5078
2025-07-22T05:00:00Z,40480.7461
2025-07-22T05:01:00Z,40480.9492
2025-07-22T05:02:00Z,40481.1602
2025-07-22T05:03:00Z,40481.4023
2025-07-22T05:04:00Z,40481.6094
2025-07-22T05:05:00Z,40481.8242
2025-07-22T05:06:00Z,40482.0664
2025-07-22T05:07:00Z,40482.2695
2025-07-22T05:08:00Z,40482.4766
2025-07-22T05:09:00Z,40482.7188
2025-07-22T05:10:00Z,40482.9375
2025-07-22T05:11:00Z,40483.1562
2025-07-22T05:12:00Z,40483.4023
2025-07-22T05:13:00Z,40483.5625
2025-07-22T05:14:00Z,40483.8398
2025-07-22T05:15:00Z,40484.0469
2025-07-22T05:16:00Z,40484.2891
2025-07-22T05:17:00Z,40484.375
2025-07-22T05:18:00Z,40484.375
2025-07-22T05:19:00Z,40484.375
2025-07-22T05:20:00Z,40484.375
2025-07-22T05:21:00Z,40484.375
2025-07-22T05:22:00Z,40484.375
2025-07-22T05:23:00Z,40484.375
2025-07-22T05:24:00Z,40484.375
2025-07-22T05:25:00Z,40484.375
2025-07-22T05:26:00Z,40484.375
2025-07-22T05:27:00Z,40484.375
2025-07-22T05:28:00Z,40484.375
2025-07-22T05:29:00Z,40484.375
2025-07-22T05:30:00Z,40484.375
2025-07-22T05:31:00Z,40484.375
2025-07-22T05:32:00Z,40484.375
2025-07-22T05:33:00Z,40484.375
2025-07-22T05:34:00Z,40484.375
2025-07-22T05:35:00Z,40484.375
2025-07-22T05:36:00Z,40484.375
2025-07-22T05:37:00Z,40488.9023
2025-07-22T05:38:00Z,40489.1445
2025-07-22T05:39:00Z,40489.3672
2025-07-22T05:40:00Z,40489.5898
2025-07-22T05:41:00Z,40489.8086
2025-07-22T05:42:00Z,40490.0469
2025-07-22T05:43:00Z,40490.25
2025-07-22T05:44:00Z,40490.4727
2025-07-22T05:45:00Z,40490.6797
2025-07-22T05:46:00Z,40490.9141
2025-07-22T05:47:00Z,40491.0898
2025-07-22T05:48:00Z,40491.3477
2025-07-22T05:49:00Z,40491.582
2025-07-22T05:50:00Z,40491.7656
2025-07-22T05:51:00Z,40491.9883
2025-07-22T05:52:00Z,40492.2422
2025-07-22T05:53:00Z,40492.4531
2025-07-22T05:54:00Z,40492.7578
2025-07-22T05:55:00Z,40493.0469
2025-07-22T05:56:00Z,40493.2734
2025-07-22T05:57:00Z,40493.5
2025-07-22T05:58:00Z,40493.7422
2025-07-22T05:59:00Z,40493.9805
2025-07-22T06:00:00Z,40494.1523
2025-07-22T06:01:00Z,40494.375
2025-07-22T06:02:00Z,40494.6484
2025-07-22T06:03:00Z,40494.8516
2025-07-22T06:04:00Z,40495.082
2025-07-22T06:05:00Z,40495.3086
2025-07-22T06:06:00Z,40495.4922
2025-07-22T06:07:00Z,40495.7422
2025-07-22T06:08:00Z,40495.9609
2025-07-22T06:09:00Z,40496.1797
2025-07-22T06:10:00Z,40496.4375
2025-07-22T06:11:00Z,40496.7344
2025-07-22T06:12:00Z,40496.9805
2025-07-22T06:13:00Z,40497.1953
2025-07-22T06:14:00Z,40497.4258
2025-07-22T06:15:00Z,40497.6445
2025-07-22T06:16:00Z,40497.8555
2025-07-22T06:17:00Z,40498.0781
2025-07-22T06:18:00Z,40498.2969
2025-07-22T06:19:00Z,40498.4961
2025-07-22T06:20:00Z,40498.7148
2025-07-22T06:21:00Z,40498.9531
2025-07-22T06:22:00Z,40499.1719
2025-07-22T06:23:00Z,40499.3984
2025-07-22T06:24:00Z,40499.6992
2025-07-22T06:25:00Z,40499.9688
2025-07-22T06:26:00Z,40500.1992
2025-07-22T06:27:00Z,40500.4336
2025-07-22T06:28:00Z,40500.6562
2025-07-22T06:29:00Z,40500.8477
2025-07-22T06:30:00Z,40501.1133
2025-07-22T06:31:00Z,40501.3281
2025-07-22T06:32:00Z,40501.5312
2025-07-22T06:33:00Z,40501.7344
2025-07-22T06:34:00Z,40501.9805
2025-07-22T06:35:00Z,40502.1953
2025-07-22T06:36:00Z,40502.4141
2025-07-22T06:37:00Z,40502.6484
2025-07-22T06:38:00Z,40502.8477
2025-07-22T06:39:00Z,40503.0703
2025-07-22T06:40:00Z,40503.293
2025-07-22T06:41:00Z,40503.4844
2025-07-22T06:42:00Z,40503.7188
2025-07-22T06:43:00Z,40503.9375
2025-07-22T06:44:00Z,40504.1641
2025-07-22T06:45:00Z,40504.3789
2025-07-22T06:46:00Z,40504.5898
2025-07-22T06:47:00Z,40504.8203
2025-07-22T06:48:00Z,40505.043
2025-07-22T06:49:00Z,40505.2227
2025-07-22T06:50:00Z,40505.4531
2025-07-22T06:51:00Z,40505.6875
2025-07-22T06:52:00Z,40505.9023
2025-07-22T06:53:00Z,40506.1172
2025-07-22T06:54:00Z,40506.3594
2025-07-22T06:55:00Z,40506.5625
2025-07-22T06:56:00Z,40506.7812
2025-07-22T06:57:00Z,40507.0195
2025-07-22T06:58:00Z,40507.2188
2025-07-22T06:59:00Z,40507.4453
2025-07-22T07:00:00Z,40507.6328
2025-07-22T07:01:00Z,40507.8828
2025-07-22T07:02:00Z,40508.1055
2025-07-22T07:03:00Z,40508.332
2025-07-22T07:04:00Z,40508.5508
2025-07-22T07:05:00Z,40508.7656
2025-07-22T07:06:00Z,40508.9883
2025-07-22T07:07:00Z,40509.2109
2025-07-22T07:08:00Z,40509.4258
2025-07-22T07:09:00Z,40509.6445
2025-07-22T07:10:00Z,40509.8633
2025-07-22T07:11:00Z,40510.0859
2025-07-22T07:12:00Z,40510.2812
2025-07-22T07:13:00Z,40510.5234
2025-07-22T07:14:00Z,40510.7422
2025-07-22T07:15:00Z,40510.9609
2025-07-22T07:16:00Z,40511.1875
2025-07-22T07:17:00Z,40511.4062
2025-07-22T07:18:00Z,40511.6289
2025-07-22T07:19:00Z,40511.8438
2025-07-22T07:20:00Z,40512.0781
2025-07-22T07:21:00Z,40512.2969
2025-07-22T07:22:00Z,40512.5078
2025-07-22T07:23:00Z,40512.7383
2025-07-22T07:24:00Z,40512.9453
2025-07-22T07:25:00Z,40513.1719
2025-07-22T07:26:00Z,40513.4062
2025-07-22T07:27:00Z,40513.6211
2025-07-22T07:28:00Z,40513.8438
2025-07-22T07:29:00Z,40514.0625
2025-07-22T07:30:00Z,40514.2695
2025-07-22T07:31:00Z,40514.4922
2025-07-22T07:32:00Z,40514.7266
2025-07-22T07:33:00Z,40514.9492
2025-07-22T07:34:00Z,40515.1641
2025-07-22T07:35:00Z,40515.3906
2025-07-22T07:36:00Z,40515.6133
2025-07-22T07:37:00Z,40515.8398
2025-07-22T07:38:00Z,40516.0586
2025-07-22T07:39:00Z,40516.2734
2025-07-22T07:40:00Z,40516.4961
2025-07-22T07:41:00Z,40516.7266
2025-07-22T07:42:00Z,40516.9375
2025-07-22T07:43:00Z,40517.1562
2025-07-22T07:44:00Z,40517.3828
2025-07-22T07:45:00Z,40517.5977
2025-07-22T07:46:00Z,40517.8281
2025-07-22T07:47:00Z,40518.0469
2025-07-22T07:48:00Z,40518.2656
2025-07-22T07:49:00Z,40518.4844
2025-07-22T07:50:00Z,40518.707
2025-07-22T07:51:00Z,40518.9219
2025-07-22T07:52:00Z,40519.1328
2025-07-22T07:53:00Z,40519.3633
2025-07-22T07:54:00Z,40519.582
2025-07-22T07:55:00Z,40519.8008
2025-07-22T07:56:00Z,40520.0234
2025-07-22T07:57:00Z,40520.2461
2025-07-22T07:58:00Z,40520.4688
2025-07-22T07:59:00Z,40520.6953
2025-07-22T08:00:00Z,40520.9141
2025-07-22T08:01:00Z,40521.1328
2025-07-22T08:02:00Z,40521.3672
2025-07-22T08:03:00Z,40521.5859
2025-07-22T08:04:00Z,40521.8047
2025-07-22T08:05:00Z,40522.0312
2025-07-22T08:06:00Z,40522.2578
2025-07-22T08:07:00Z,40522.4688
2025-07-22T08:08:00Z,40522.6953
2025-07-22T08:09:00Z,40522.918
2025-07-22T08:10:00Z,40523.1211
2025-07-22T08:11:00Z,40523.3438
2025-07-22T08:12:00Z,40523.5547
2025-07-22T08:13:00Z,40523.7695
2025-07-22T08:14:00Z,40523.9922
2025-07-22T08:15:00Z,40524.2109
2025-07-22T08:16:00Z,40524.4219
2025-07-22T08:17:00Z,40524.6289
2025-07-22T08:18:00Z,40524.8516
2025-07-22T08:19:00Z,40525.0898
2025-07-22T08:20:00Z,40525.3047
2025-07-22T08:21:00Z,40525.5391
2025-07-22T08:22:00Z,40525.7578
2025-07-22T08:23:00Z,40525.9805
2025-07-22T08:24:00Z,40526.1875
2025-07-22T08:25:00Z,40526.3984
2025-07-22T08:26:00Z,40526.5781
2025-07-22T08:27:00Z,40526.7891
2025-07-22T08:28:00Z,40526.9805
2025-07-22T08:29:00Z,40527.1562
2025-07-22T08:30:00Z,40527.2734
2025-07-22T08:31:00Z,40527.2969
2025-07-22T08:32:00Z,40527.3164
2025-07-22T08:33:00Z,40527.3242
2025-07-22T08:34:00Z,40527.3242
2025-07-22T08:35:00Z,40527.3242
2025-07-22T08:36:00Z,40527.3242
2025-07-22T08:37:00Z,40527.3242
2025-07-22T08:38:00Z,40527.3242
2025-07-22T08:39:00Z,40527.3242
2025-07-22T08:40:00Z,40527.3242
2025-07-22T08:41:00Z,40527.3242
2025-07-22T08:42:00Z,40527.3242
2025-07-22T08:43:00Z,40527.3242
2025-07-22T08:44:00Z,40527.3242
2025-07-22T08:45:00Z,40527.3242
2025-07-22T08:46:00Z,40527.3242
2025-07-22T08:47:00Z,40527.3242
2025-07-22T08:48:00Z,40527.3242
2025-07-22T08:49:00Z,40527.3242
2025-07-22T08:50:00Z,40527.3242
2025-07-22T08:51:00Z,40527.3242
2025-07-22T08:52:00Z,40527.3242
2025-07-22T08:53:00Z,40527.3242
2025-07-22T08:54:00Z,40527.3242
2025-07-22T08:55:00Z,40527.3242
2025-07-22T08:56:00Z,40527.3242
2025-07-22T08:57:00Z,40527.3242
2025-07-22T08:58:00Z,40527.3242
2025-07-22T08:59:00Z,40527.3242
2025-07-22T09:00:00Z,40527.3242
2025-07-22T09:01:00Z,40527.3242
2025-07-22T09:02:00Z,40527.3242
2025-07-22T09:03:00Z,40527.3242
