9月
_time,_value
2025-09-01T05:57:00Z,43961.9766
2025-09-01T05:58:00Z,43962.2031
2025-09-01T05:59:00Z,43962.4492
2025-09-01T06:00:00Z,43962.6562
2025-09-01T06:01:00Z,43962.8555
2025-09-01T06:02:00Z,43963.0664
2025-09-01T06:03:00Z,43963.2969
2025-09-01T06:04:00Z,43963.543
2025-09-01T06:05:00Z,43963.7852
2025-09-01T06:06:00Z,43964.0352
2025-09-01T06:07:00Z,43964.2695
2025-09-01T06:08:00Z,43964.5
2025-09-01T06:09:00Z,43964.7305
2025-09-01T06:10:00Z,43964.957
2025-09-01T06:11:00Z,43965.207
2025-09-01T06:12:00Z,43965.4219
2025-09-01T06:13:00Z,43965.6719
2025-09-01T06:14:00Z,43965.918
2025-09-01T06:15:00Z,43966.168
2025-09-01T06:16:00Z,43966.4219
2025-09-01T06:17:00Z,43966.6484
2025-09-01T06:18:00Z,43966.8867
2025-09-01T06:19:00Z,43967.1094
2025-09-01T06:20:00Z,43967.3438
2025-09-01T06:21:00Z,43967.5742
2025-09-01T06:22:00Z,43967.8125
2025-09-01T06:23:00Z,43968.0391
2025-09-01T06:24:00Z,43968.2578
2025-09-01T06:25:00Z,43968.668
2025-09-01T06:26:00Z,43969.0898
2025-09-01T06:27:00Z,43969.5234
2025-09-01T06:28:00Z,43969.9805
2025-09-01T06:29:00Z,43970.3633
2025-09-01T06:30:00Z,43970.7578
2025-09-01T06:31:00Z,43971.1133
2025-09-01T06:32:00Z,43971.5
2025-09-01T06:33:00Z,43971.9258
2025-09-01T06:34:00Z,43972.3594
2025-09-01T06:35:00Z,43972.8633
2025-09-01T06:36:00Z,43973.2852
2025-09-01T06:37:00Z,43973.7305
2025-09-01T06:38:00Z,43974.1094
2025-09-01T06:39:00Z,43974.5039
2025-09-01T06:40:00Z,43974.9258
2025-09-01T06:41:00Z,43975.3125
2025-09-01T06:42:00Z,43975.832
2025-09-01T06:43:00Z,43976.2578
2025-09-01T06:44:00Z,43976.7266
2025-09-01T06:45:00Z,43977.0938
2025-09-01T06:46:00Z,43977.4688
2025-09-01T06:47:00Z,43977.9023
2025-09-01T06:48:00Z,43978.2812
2025-09-01T06:49:00Z,43978.7383
2025-09-01T06:50:00Z,43979.0742
2025-09-01T06:51:00Z,43979.5273
2025-09-01T06:52:00Z,43979.9531
2025-09-01T06:53:00Z,43980.4141
2025-09-01T06:54:00Z,43980.793
2025-09-01T06:55:00Z,43981.1875
2025-09-01T06:56:00Z,43981.625
2025-09-01T06:57:00Z,43982.0273
2025-09-01T06:58:00Z,43982.5039
2025-09-01T06:59:00Z,43982.8867
2025-09-01T07:00:00Z,43983.3789
2025-09-01T07:01:00Z,43983.8008
2025-09-01T07:02:00Z,43984.2461
2025-09-01T07:03:00Z,43984.6211
2025-09-01T07:04:00Z,43985.0312
2025-09-01T07:05:00Z,43985.375
2025-09-01T07:06:00Z,43985.7344
2025-09-01T07:07:00Z,43986.1328
2025-09-01T07:08:00Z,43986.5391
2025-09-01T07:09:00Z,43986.9727
2025-09-01T07:10:00Z,43987.4023
2025-09-01T07:11:00Z,43987.8555
2025-09-01T07:12:00Z,43988.2148
2025-09-01T07:13:00Z,43988.7188
2025-09-01T07:14:00Z,43989.1875
2025-09-01T07:15:00Z,43989.6719
2025-09-01T07:16:00Z,43990.1836
2025-09-01T07:17:00Z,43990.6055
2025-09-01T07:18:00Z,43991.1445
2025-09-01T07:19:00Z,43991.6367
2025-09-01T07:20:00Z,43992.082
2025-09-01T07:21:00Z,43992.5664
2025-09-01T07:22:00Z,43993.0117
2025-09-01T07:23:00Z,43993.4492
2025-09-01T07:24:00Z,43993.9219
2025-09-01T07:25:00Z,43994.4297
2025-09-01T07:26:00Z,43994.9102
2025-09-01T07:27:00Z,43995.3242
2025-09-01T07:28:00Z,43995.8164
2025-09-01T07:29:00Z,43996.2383
2025-09-01T07:30:00Z,43996.668
2025-09-01T07:31:00Z,43997.1445
2025-09-01T07:32:00Z,43997.5781
2025-09-01T07:33:00Z,43998.1211
2025-09-01T07:34:00Z,43998.5664
2025-09-01T07:35:00Z,43999.0586
2025-09-01T07:36:00Z,43999.4727
2025-09-01T07:37:00Z,43999.8984
2025-09-01T07:38:00Z,44000.375
2025-09-01T07:39:00Z,44000.8047
2025-09-01T07:40:00Z,44001.3164
2025-09-01T07:41:00Z,44001.6875
2025-09-01T07:42:00Z,44002.2344
2025-09-01T07:43:00Z,44002.7148
2025-09-01T07:44:00Z,44003.168
2025-09-01T07:45:00Z,44003.6406
2025-09-01T07:46:00Z,44004.0469
2025-09-01T07:47:00Z,44004.4688
2025-09-01T07:48:00Z,44004.9258
2025-09-01T07:49:00Z,44005.332
2025-09-01T07:50:00Z,44005.8672
2025-09-01T07:51:00Z,44006.2891
2025-09-01T07:52:00Z,44006.7148
2025-09-01T07:53:00Z,44007.1914
2025-09-01T07:54:00Z,44007.5977
2025-09-01T07:55:00Z,44008.0547
2025-09-01T07:56:00Z,44008.418
2025-09-01T07:57:00Z,44008.8906
2025-09-01T07:58:00Z,44009.3555
2025-09-01T07:59:00Z,44009.75
2025-09-01T08:00:00Z,44010.1758
2025-09-01T08:01:00Z,44010.5664
2025-09-01T08:02:00Z,44010.9531
2025-09-01T08:03:00Z,44011.4336
2025-09-01T08:04:00Z,44011.8008
2025-09-01T08:05:00Z,44012.2969
2025-09-01T08:06:00Z,44012.7383
2025-09-01T08:07:00Z,44013.1172
2025-09-01T08:08:00Z,44013.5352
2025-09-01T08:09:00Z,44013.9141
2025-09-01T08:10:00Z,44014.2852
2025-09-01T08:11:00Z,44014.7617
2025-09-01T08:12:00Z,44015.1836
2025-09-01T08:13:00Z,44015.6836
2025-09-01T08:14:00Z,44016.1055
2025-09-01T08:15:00Z,44016.5039
2025-09-01T08:16:00Z,44016.9258
2025-09-01T08:17:00Z,44017.3047
2025-09-01T08:18:00Z,44017.6875
2025-09-01T08:19:00Z,44018.1602
2025-09-01T08:20:00Z,44018.5312
2025-09-01T08:21:00Z,44019.0234
2025-09-01T08:22:00Z,44019.3984
2025-09-01T08:23:00Z,44019.7695
2025-09-01T08:24:00Z,44020.1914
2025-09-01T08:25:00Z,44020.5742
2025-09-01T08:26:00Z,44021.0039
2025-09-01T08:27:00Z,44021.4414
2025-09-01T08:28:00Z,44021.8789
2025-09-01T08:29:00Z,44022.3398
2025-09-01T08:30:00Z,44022.7227
2025-09-01T08:31:00Z,44023.0938
2025-09-01T08:32:00Z,44023.543
2025-09-01T08:33:00Z,44023.8984
2025-09-01T08:34:00Z,44024.3555
2025-09-01T08:35:00Z,44024.8398
2025-09-01T08:36:00Z,44025.2422
2025-09-01T08:37:00Z,44025.6523
2025-09-01T08:38:00Z,44026.0234
2025-09-01T08:39:00Z,44026.4141
2025-09-01T08:40:00Z,44026.8867
2025-09-01T08:41:00Z,44027.2344
2025-09-01T08:42:00Z,44027.6992
2025-09-01T08:43:00Z,44028.1289
2025-09-01T08:44:00Z,44028.5
2025-09-01T08:45:00Z,44028.918
2025-09-01T08:46:00Z,44029.2891
2025-09-01T08:47:00Z,44029.6562
2025-09-01T08:48:00Z,44030.1211
2025-09-01T08:49:00Z,44030.5078
2025-09-01T08:50:00Z,44030.9805
2025-09-01T08:51:00Z,44031.3945
2025-09-01T08:52:00Z,44031.7617
2025-09-01T08:53:00Z,44032.1836
2025-09-01T08:54:00Z,44032.5469
2025-09-01T08:55:00Z,44032.9648
2025-09-01T08:56:00Z,44033.4102
2025-09-01T08:57:00Z,44033.7773
2025-09-01T08:58:00Z,44034.2734
2025-09-01T08:59:00Z,44034.6328
2025-09-01T09:00:00Z,44035.0039
2025-09-01T09:01:00Z,44035.418
2025-09-01T09:02:00Z,44035.7852
2025-09-01T09:03:00Z,44036.2422
2025-09-01T09:04:00Z,44036.6758
2025-09-01T09:05:00Z,44037.0898
2025-09-01T09:06:00Z,44037.5508
2025-09-01T09:07:00Z,44037.9258
2025-09-01T09:08:00Z,44038.293
2025-09-01T09:09:00Z,44038.75
2025-09-01T09:10:00Z,44039.0977
2025-09-01T09:11:00Z,44039.5625
2025-09-01T09:12:00Z,44040.0117
2025-09-01T09:13:00Z,44040.4023
2025-09-01T09:14:00Z,44040.8438
2025-09-01T09:15:00Z,44041.1328
2025-09-01T09:16:00Z,44041.4805
2025-09-01T09:17:00Z,44041.7656
2025-09-01T09:18:00Z,44042.1328
2025-09-01T09:19:00Z,44042.418
2025-09-01T09:20:00Z,44042.7812
2025-09-01T09:21:00Z,44043.1992
2025-09-01T09:22:00Z,44043.6172
2025-09-01T09:23:00Z,44043.9609
2025-09-01T09:24:00Z,44044.3203
2025-09-01T09:25:00Z,44044.6914
2025-09-01T09:26:00Z,44045.1016
2025-09-01T09:27:00Z,44045.4414
2025-09-01T09:28:00Z,44045.8945
2025-09-01T09:29:00Z,44046.2617
2025-09-01T09:30:00Z,44046.6367
2025-09-01T09:31:00Z,44047.0391
2025-09-01T09:32:00Z,44047.3516
2025-09-01T09:33:00Z,44047.7227
2025-09-01T09:34:00Z,44048.1055
2025-09-01T09:35:00Z,44048.4844
2025-09-01T09:36:00Z,44048.9336
2025-09-01T09:37:00Z,44049.2539
2025-09-01T09:38:00Z,44049.6016
2025-09-01T09:39:00Z,44050
2025-09-01T09:40:00Z,44050.3086
2025-09-01T09:41:00Z,44050.7031
2025-09-01T09:42:00Z,44051.0586
2025-09-01T09:43:00Z,44051.4688
2025-09-01T09:44:00Z,44051.9141
2025-09-01T09:45:00Z,44052.2422
2025-09-01T09:46:00Z,44052.6094
2025-09-01T09:47:00Z,44053.0117
2025-09-01T09:48:00Z,44053.3359
2025-09-01T09:49:00Z,44053.7266
2025-09-01T09:50:00Z,44054.1484
2025-09-01T09:51:00Z,44054.5469
2025-09-01T09:52:00Z,44054.957
2025-09-01T09:53:00Z,44055.2695
2025-09-01T09:54:00Z,44055.6289
2025-09-01T09:55:00Z,44056.0273
2025-09-01T09:56:00Z,44056.3594
2025-09-01T09:57:00Z,44056.8008
2025-09-01T09:58:00Z,44057.1797
2025-09-01T09:59:00Z,44057.5586
2025-09-01T10:00:00Z,44057.9609
2025-09-01T10:01:00Z,44058.2812
2025-09-01T10:02:00Z,44058.6406
2025-09-01T10:03:00Z,44059.0508
2025-09-01T10:04:00Z,44059.3828
2025-09-01T10:05:00Z,44059.8828
2025-09-01T10:06:00Z,44060.2148
2025-09-01T10:07:00Z,44060.5977
2025-09-01T10:08:00Z,44061.0039
2025-09-01T10:09:00Z,44061.1406
2025-09-01T10:10:00Z,44061.3242
2025-09-01T10:11:00Z,44061.4727
2025-09-01T10:12:00Z,44061.6133
2025-09-01T10:13:00Z,44061.7539
2025-09-01T10:14:00Z,44061.8867
2025-09-01T10:15:00Z,44062.0156
2025-09-01T10:16:00Z,44062.1406
2025-09-01T10:17:00Z,44062.2734
2025-09-01T10:18:00Z,44062.4062
2025-09-01T10:19:00Z,44062.5352
2025-09-01T10:20:00Z,44062.6602
2025-09-01T10:21:00Z,44062.7812
2025-09-01T10:22:00Z,44062.8984
2025-09-01T10:23:00Z,44063.0156
2025-09-01T10:24:00Z,44063.1328
2025-09-01T10:25:00Z,44063.25
2025-09-01T10:26:00Z,44063.3672
2025-09-01T10:27:00Z,44063.4531
2025-09-01T10:28:00Z,44063.6016
2025-09-01T10:29:00Z,44063.7188
2025-09-01T10:30:00Z,44063.8398
2025-09-01T10:31:00Z,44063.957
2025-09-01T10:32:00Z,44064.0781
2025-09-01T10:33:00Z,44064.1992
2025-09-01T10:34:00Z,44064.3125
2025-09-01T10:35:00Z,44064.4336
2025-09-01T10:36:00Z,44064.5508
2025-09-01T10:37:00Z,44064.6758
2025-09-01T10:38:00Z,44064.7891
2025-09-01T10:39:00Z,44064.9102
2025-09-01T10:40:00Z,44065.0312
2025-09-01T10:41:00Z,44065.1484
2025-09-01T10:42:00Z,44065.2695
2025-09-01T10:43:00Z,44065.3828
2025-09-01T10:44:00Z,44065.5078
2025-09-01T10:45:00Z,44065.6211
2025-09-01T10:46:00Z,44065.7383
2025-09-01T10:47:00Z,44065.8633
2025-09-01T10:48:00Z,44065.9766
2025-09-01T10:49:00Z,44066.0938
2025-09-01T10:50:00Z,44066.2148
2025-09-01T10:51:00Z,44066.332
2025-09-01T10:52:00Z,44066.4531
2025-09-01T10:53:00Z,44066.5742
2025-09-01T10:54:00Z,44066.6914
2025-09-01T10:55:00Z,44066.8086
2025-09-01T10:56:00Z,44066.9258
2025-09-01T10:57:00Z,44067.0469
2025-09-01T10:58:00Z,44067.168
2025-09-01T10:59:00Z,44067.2852
2025-09-01T11:00:00Z,44067.4023
2025-09-01T11:01:00Z,44067.5234
2025-09-01T11:02:00Z,44067.5625
2025-09-01T11:03:00Z,44067.5625
2025-09-01T11:04:00Z,44067.5625
2025-09-01T11:05:00Z,44067.5625
2025-09-01T11:06:00Z,44067.5625
2025-09-01T11:07:00Z,44067.5625
2025-09-01T11:08:00Z,44067.5625
2025-09-01T11:09:00Z,44067.5625
